id,creado_en,fecha_vencimiento,canal,texto_original,area,tema,intencion,estado,prioridad,longitud_texto,numero_palabras,tiene_pregunta,tiene_fecha,texto_limpio,texto_estandar,fecha_detectada,lugar,longitud_tokens,verbo_principal,cambios,es_ambiguo,es_fecha_default
132,11/07/2027,14/07/2027,Texto,Prioridades de: cocina,Entorno Fisico,Mantenimiento,Nota,Pendiente,1,22,3,0,0,prioridades de: cocina,Revisar las prioridades de la cocina,2026-02-21T00:00:00,,7,Revisar,[],False,True
139,10/11/2026,24/11/2026,Texto,Hacer la basura y archivar,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,26,5,0,0,hacer la basura y archivar,Sacar la basura y archivar documentos.,2026-02-21T00:00:00,,10,Sacar,['Reformulación para mayor claridad y naturalidad.'],False,True
142,03/10/2027,11/10/2027,Texto,Salida de reciclaje,Entorno Fisico,Mantenimiento,Cita,Pendiente,2,19,3,0,0,salida de reciclaje,Sacar la salida de reciclaje.,2026-02-21T00:00:00,,6,Sacar,[],False,True
155,18/08/2027,07/09/2027,Voz,Enviar mi zapatera y confirmar recepcion,Entorno Fisico,Mantenimiento,Tarea,Pendiente,4,40,6,0,0,enviar mi zapatera y confirmar recepcion,Enviar la zapatera y confirmar la recepción.,2026-02-21T00:00:00,,10,Enviar,"[""Se agregó el artículo 'la' antes de 'zapatera' y 'recepción' para mayor claridad.""]",False,True
166,01/04/2027,24/04/2027,Texto,Respaldar una zapatera hoy,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,26,4,0,0,respaldar una zapatera hoy,Respaldar una zapatera.,2026-02-21T00:00:00,,5,Respaldar,"[""Se eliminó 'hoy' ya que se asumió la fecha por defecto.""]",False,True
169,18/05/2027,04/06/2027,Texto,Llamada de supermercado,Entorno Fisico,Mantenimiento,Cita,Pendiente,3,23,3,0,0,llamada de supermercado,Llamar al supermercado,2026-02-21T00:00:00,supermercado,5,Llamar,[],False,True
172,12/11/2027,10/12/2027,Texto,Imprimir el bano y confirmar recepcion,Entorno Fisico,Mantenimiento,Tarea,Pendiente,4,38,6,0,0,imprimir el bano y confirmar recepcion,Imprimir el baño y confirmar recepción.,2026-02-21T00:00:00,,10,Imprimir,['Reformulación para mayor claridad.'],False,True
176,25/07/2026,10/08/2026,Texto,Check-in: limpieza de platos,Entorno Fisico,Mantenimiento,Cita,Pendiente,4,28,4,0,0,check in: limpieza de platos,Limpiar los platos,2026-02-21T00:00:00,,4,Limpiar,[],False,True
192,30/10/2027,28/11/2027,foto,Reflexionar sobre: hogar,Entorno Fisico,Mantenimiento,Nota,Pendiente,1,24,3,0,0,reflexionar sobre: hogar,Reflexionar sobre el hogar,2026-02-21T00:00:00,,5,Reflexionar,[],False,True
220,29/09/2026,26/10/2026,foto,Revision de alacena,Entorno Fisico,Mantenimiento,Cita,Pendiente,3,19,3,0,0,revision de alacena,Revisar la alacena,2026-02-21T00:00:00,,4,Revisar,[],False,True
221,20/05/2027,08/06/2027,Voz,Enviar el lavanderia,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,20,3,0,0,enviar el lavanderia,Enviar la ropa a la lavandería.,2026-02-21T00:00:00,lavandería,7,Enviar,"['Reformulación de la frase para mayor claridad', ""Adición del artículo 'la' antes de 'ropa'""]",False,True
223,15/08/2026,22/08/2026,Texto,Etiquetar el bodega hoy,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,23,4,0,0,etiquetar el bodega hoy,Etiquetar la bodega.,2026-02-21T00:00:00,bodega,5,Etiquetar,['Reformulación para mayor claridad y naturalidad.'],False,True
228,07/08/2027,17/08/2027,Texto,Entregar la cama y archivar,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,27,5,0,0,entregar la cama y archivar,Entregar la cama y archivar.,2026-02-21T00:00:00,,7,Entregar,[],False,True
241,27/02/2026,09/03/2026,Voz,Clase cama,Entorno Fisico,Mantenimiento,Cita,Pendiente,4,10,2,0,0,clase cama,Revisar la clase de cama,2026-02-21T00:00:00,,5,Revisar,[],False,True
255,04/06/2027,30/06/2027,Texto,Planear mi hogar y archivar,Entorno Fisico,Mantenimiento,Tarea,Pendiente,3,27,5,0,0,planear mi hogar y archivar,Planear el hogar y archivar.,2026-02-21T00:00:00,,8,Planear,['Reformulación para mayor claridad.'],False,True
257,30/05/2027,24/06/2027,Voz,Imprimir la bano y archivar,Entorno Fisico,Mantenimiento,Tarea,Pendiente,3,27,5,0,0,imprimir la bano y archivar,Imprimir el documento y archivar.,2026-02-21T00:00:00,,8,Imprimir,"[""Se agregó 'el documento' para mayor claridad.""]",False,True
260,15/12/2026,01/01/2027,Voz,Guardar el refri,Entorno Fisico,Mantenimiento,Tarea,Pendiente,4,16,3,0,0,guardar el refri,Guardar el refrigerador.,2026-02-21T00:00:00,,4,Guardar,[],False,True
264,30/04/2027,15/05/2027,Voz,Llamada con mantenimiento,Entorno Fisico,Mantenimiento,Cita,Pendiente,2,25,3,0,0,llamada con mantenimiento,Llamar a mantenimiento.,2026-02-21T00:00:00,,4,Llamar,[],False,True
269,11/09/2026,19/09/2026,Texto,Depurar el arena con checklist,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,30,5,0,0,depurar el arena con checklist,Depurar la arena con el checklist.,2026-02-21T00:00:00,,10,Depurar,[],False,True
277,11/11/2026,17/11/2026,Texto,Evento | cocina,Entorno Fisico,Mantenimiento,Cita,Pendiente,3,15,3,0,0,evento cocina,Cocinar,2026-02-21T00:00:00,,1,Cocinar,[],False,True
286,08/05/2026,15/05/2026,Voz,Llamada: reciclaje,Entorno Fisico,Mantenimiento,Cita,Pendiente,4,18,2,0,0,llamada: reciclaje,Llamar para preguntar sobre reciclaje.,2026-02-21T00:00:00,,7,Llamar,['Reformulación para mayor claridad y naturalidad.'],False,True
295,01/07/2027,27/07/2027,Voz,Revision de bodega,Entorno Fisico,Mantenimiento,Cita,Pendiente,3,18,3,0,0,revision de bodega,Revisar la bodega,2026-02-21T00:00:00,bodega,4,Revisar,[],False,True
299,13/10/2026,03/11/2026,Texto,Programar el zapatera en el calendario,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,38,6,0,0,programar el zapatera en el calendario,Programar la zapatera en el calendario,2026-02-21T00:00:00,,8,Programar,[],False,True
300,05/12/2026,10/12/2026,Texto,Pendiente por decidir: cama,Entorno Fisico,Mantenimiento,Nota,Pendiente,3,27,4,0,0,pendiente por decidir: cama,Decidir sobre la cama,2026-02-21T00:00:00,,5,Decidir,['Reformulación para mayor claridad'],True,True
306,16/10/2026,22/10/2026,Voz,Checklist borrador: refri,Entorno Fisico,Mantenimiento,Nota,Pendiente,3,25,3,0,0,checklist borrador: refri,Revisar el borrador en el refrigerador,2026-02-21T00:00:00,refrigerador,7,Revisar,"[""Se agregó 'el' antes de 'borrador'"", ""Se cambió 'refri' por 'refrigerador'""]",False,True
311,21/08/2026,13/09/2026,Voz,Limpiar la supermercado antes de las 6pm,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,40,7,0,0,limpiar la supermercado antes de las 6pm,Limpiar el supermercado antes de las 18:00:00.,2026-02-21T00:00:00,supermercado,8,Limpiar,"['Ajustar la hora a formato 24 horas', ""Agregar artículo 'el' antes de 'supermercado'""]",False,True
329,11/09/2026,09/10/2026,Voz,Reflexionar sobre: zapatera,Entorno Fisico,Mantenimiento,Nota,Pendiente,1,27,3,0,0,reflexionar sobre: zapatera,Reflexionar sobre la zapatera.,2026-02-21T00:00:00,,5,Reflexionar,[],False,True
334,16/08/2027,19/08/2027,Voz,Renovar el alacena en el calendario,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,35,6,0,0,renovar el alacena en el calendario,Renovar la alacena en el calendario,2026-02-21T00:00:00,,8,Renovar,[],False,True
346,19/09/2026,17/10/2026,foto,Junta | bano,Entorno Fisico,Mantenimiento,Cita,Pendiente,2,12,3,0,0,junta bano,Agendar una junta en el baño,2026-02-21T00:00:00,baño,7,Agendar,"[""Reformulación de 'junta bano' a 'Agendar una junta en el baño'""]",False,True
352,26/04/2027,29/04/2027,Texto,Check-in | refri,Entorno Fisico,Mantenimiento,Cita,Pendiente,2,16,3,0,0,check in refri,Revisar el refrigerador,2026-02-21T00:00:00,,4,Revisar,[],False,True
382,27/09/2026,10/10/2026,Voz,Documentar una bodega y dar seguimiento,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,39,6,0,0,documentar una bodega y dar seguimiento,Documentar una bodega y dar seguimiento.,2026-02-21T00:00:00,bodega,10,Documentar,[],False,True
384,09/05/2026,17/05/2026,Texto,Clase con closet,Entorno Fisico,Mantenimiento,Cita,Pendiente,4,16,3,0,0,clase con closet,Asistir a la clase con closet.,2026-02-21T00:00:00,,6,Asistir,[],False,True
390,27/11/2027,10/12/2027,Voz,Prioridades de: supermercado,Entorno Fisico,Mantenimiento,Nota,Pendiente,4,28,3,0,0,prioridades de: supermercado,Revisar prioridades en el supermercado,2026-02-21T00:00:00,supermercado,6,Revisar,['Se ajustó la frase para que sea clara y ejecutable.'],False,True
409,09/10/2026,24/10/2026,Voz,Brain dump: zapatera,Entorno Fisico,Mantenimiento,Nota,Pendiente,2,20,3,0,0,brain dump: zapatera,Organizar la zapatera.,2026-02-21T00:00:00,,5,Organizar,[],False,True
413,16/03/2026,13/04/2026,Voz,Entregar una bodega y dar seguimiento,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,37,6,0,0,entregar una bodega y dar seguimiento,Entregar la bodega y dar seguimiento.,2026-02-21T00:00:00,bodega,10,Entregar,"[""Se agregó 'la' antes de 'bodega' para mayor claridad.""]",False,True
414,12/04/2026,13/04/2026,Texto,Seguimiento con reciclaje,Entorno Fisico,Mantenimiento,Cita,Pendiente,3,25,3,0,0,seguimiento con reciclaje,Hacer seguimiento con el reciclaje,2026-02-21T00:00:00,,7,Hacer,[],False,True
429,01/12/2027,27/12/2027,Texto,Programar el arena y archivar,Entorno Fisico,Mantenimiento,Tarea,Pendiente,4,29,5,0,0,programar el arena y archivar,Programar el arena y archivar.,2026-02-21T00:00:00,,7,Programar,[],False,True
432,17/01/2027,06/02/2027,Texto,Validar una escritorio y dejar evidencia,Entorno Fisico,Mantenimiento,Tarea,Pendiente,4,40,6,0,0,validar una escritorio y dejar evidencia,Validar un escritorio y dejar evidencia.,2026-02-21T00:00:00,,10,Validar,[],False,True
435,15/09/2027,14/10/2027,Voz,Llenar mi cocina en el calendario,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,33,6,0,0,llenar mi cocina en el calendario,Llenar la cocina en el calendario,2026-02-21T00:00:00,cocina,8,Llenar,['Reformulación para mayor claridad'],False,True
438,27/10/2026,14/11/2026,Voz,Limpiar una bodega con checklist,Entorno Fisico,Mantenimiento,Tarea,Pendiente,3,32,5,0,0,limpiar una bodega con checklist,Limpiar la bodega con el checklist.,2026-02-21T00:00:00,la bodega,10,Limpiar,"[""Se agregó 'la' antes de 'bodega' para mayor claridad.""]",False,True
444,11/12/2026,02/01/2027,Voz,Validar mi zapatera hoy,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,23,4,0,0,validar mi zapatera hoy,Validar la zapatera,2026-02-21T00:00:00,,5,Validar,[],False,True
452,17/02/2027,23/02/2027,Texto,Organizar mi closet en el calendario,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,36,6,0,0,organizar mi closet en el calendario,Organizar el closet,2026-02-21T00:00:00,,4,Organizar,['Reformulación de la frase para mayor claridad'],False,True
453,26/10/2026,13/11/2026,foto,Entregar una despensa en Notion,Entorno Fisico,Mantenimiento,Tarea,Pendiente,3,31,5,0,0,entregar una despensa en notion,Entregar una despensa en Notion,2026-02-21T00:00:00,Notion,7,Entregar,[],False,True
456,08/03/2026,31/03/2026,Texto,Entrega de hogar,Entorno Fisico,Mantenimiento,Cita,Pendiente,2,16,3,0,0,entrega de hogar,Entregar el hogar.,2026-02-21T00:00:00,,4,Entregar,[],False,True
465,09/08/2027,18/08/2027,Voz,Depurar mi lavanderia,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,21,3,0,0,depurar mi lavanderia,Depurar la lavandería,2026-02-21T00:00:00,,4,Depurar,[],False,True
475,07/10/2027,29/10/2027,Texto,Agendar una arena,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,17,3,0,0,agendar una arena,Agendar una arena.,2026-02-21T00:00:00,,5,Agendar,[],False,True
477,14/07/2027,28/07/2027,Texto,Recordatorio: cocina,Entorno Fisico,Mantenimiento,Nota,Pendiente,4,20,2,0,0,recordatorio: cocina,Limpiar la cocina,2026-02-21T00:00:00,cocina,4,Limpiar,[],False,True
480,23/05/2027,09/06/2027,Texto,Llamada de hogar,Entorno Fisico,Mantenimiento,Cita,Pendiente,1,16,3,0,0,llamada de hogar,Llamar a casa,2026-02-21T00:00:00,casa,4,Llamar,[],False,True
482,10/01/2027,01/02/2027,Voz,Documentar la despensa y archivar,Entorno Fisico,Mantenimiento,Tarea,Pendiente,4,33,5,0,0,documentar la despensa y archivar,Documentar la despensa y archivar.,2026-02-21T00:00:00,,7,Documentar,[],False,True
491,22/03/2027,05/04/2027,Voz,Preguntas: lavanderia,Entorno Fisico,Mantenimiento,Nota,Pendiente,4,21,2,0,0,preguntas: lavanderia,Llamar a la lavandería,2026-02-21T00:00:00,,5,Llamar,"[""Reformulación de 'preguntas: lavanderia' a 'Llamar a la lavandería'""]",False,True
494,06/02/2026,17/02/2026,Voz,Preparar la bodega esta semana,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,30,5,0,0,preparar la bodega esta semana,Preparar la bodega.,2026-02-21T00:00:00,la bodega,5,Preparar,"[""Se eliminó 'esta semana' para mayor claridad.""]",False,True
498,04/05/2027,26/05/2027,Texto,Idea: supermercado,Entorno Fisico,Mantenimiento,Nota,Pendiente,2,18,2,0,0,idea: supermercado,Ir al supermercado.,2026-02-21T00:00:00,supermercado,5,Ir,"[""Reformulación de 'idea: supermercado' a 'Ir al supermercado.'""]",False,True
503,13/07/2027,30/07/2027,Texto,Respaldar la despensa,Entorno Fisico,Mantenimiento,Tarea,Pendiente,4,21,3,0,0,respaldar la despensa,Respaldar la despensa.,2026-02-21T00:00:00,,4,Respaldar,[],False,True
506,12/11/2027,11/12/2027,Voz,Revision de zapatera,Entorno Fisico,Mantenimiento,Cita,Pendiente,1,20,3,0,0,revision de zapatera,Revisar la zapatera,2026-02-21T00:00:00,,4,Revisar,[],False,True
516,16/07/2027,07/08/2027,Texto,Opciones para: arena,Entorno Fisico,Mantenimiento,Nota,Pendiente,4,20,3,0,0,opciones para: arena,Revisar opciones para arena,2026-02-21T00:00:00,,5,Revisar,[],False,True
518,10/01/2027,02/02/2027,Voz,Junta closet,Entorno Fisico,Mantenimiento,Cita,Pendiente,1,12,2,0,0,junta closet,Juntar el closet.,2026-02-21T00:00:00,,3,Juntar,[],False,True
540,16/09/2027,13/10/2027,Texto,Clase hogar,Entorno Fisico,Mantenimiento,Cita,Pendiente,3,11,2,0,0,clase hogar,Asistir a la clase de hogar.,2026-02-21T00:00:00,,7,Asistir,[],False,True
543,12/10/2027,24/10/2027,Voz,Seguimiento con zapatera,Entorno Fisico,Mantenimiento,Cita,Pendiente,2,24,3,0,0,seguimiento con zapatera,Hacer seguimiento con la zapatera.,2026-02-21T00:00:00,,7,Hacer,[],False,True
555,19/12/2026,09/01/2027,Texto,Programar el cama en el calendario,Entorno Fisico,Mantenimiento,Tarea,Pendiente,2,34,6,0,0,programar el cama en el calendario,Programar la cama en el calendario,2026-02-21T00:00:00,,10,Programar,['Reformulación para mayor claridad'],False,True
560,03/07/2026,02/08/2026,Voz,Configurar una bano y dejar evidencia,Entorno Fisico,Mantenimiento,Tarea,Pendiente,1,37,6,0,0,configurar una bano y dejar evidencia,Configurar un baño y dejar evidencia.,2026-02-21T00:00:00,,10,Configurar,[],False,True
617,13/02/2026,25/02/2026,Voz,"Oigan, o sea revision de plomeria este miercoles a las 6:30.",Entorno Fisico,Mantenimiento,Cita,Pendiente,4,60,11,0,1,oigan o sea revision de plomeria este miercoles a las 6:30,Revisar la plomería este miércoles a las 6:30.,2026-02-22T06:30:00,,10,Revisar,['Se ajustó la frase para mayor claridad y se añadió la hora específica.'],False,False
618,18/02/2026,05/03/2026,Voz,"A ver, cita de revision de plomeria en dos semanas a las 14:00.",Entorno Fisico,Mantenimiento,Cita,Pendiente,1,63,13,0,1,a ver cita de revision de plomeria en dos semanas a las 14:00,Agendar cita de revisión de plomería.,2026-03-07T14:00:00,,7,Agendar,"['Reformulación de la frase para mayor claridad', 'Eliminación de detalles temporales innecesarios']",False,False
619,05/08/2026,06/08/2026,Voz,"Te dejo esto: literal lavado de ropa y sabanas este miercoles a las 13:00, si se mueve queda para el 6 de agosto a las 13:00.",Entorno Fisico,Limpieza,Cita,Pendiente,2,125,26,0,1,te dejo esto: literal lavado de ropa y sabanas este miercoles a las 13:00 si se mueve queda para el 6 de agosto a las 13:00,Lavar ropa y sábanas.,2026-02-22T00:00:00,,5,Lavar,['Se eliminó la referencia a fechas específicas y se simplificó la acción.'],False,True
620,04/02/2026,23/02/2026,Voz,Te dejo esto: por fa evento de revision de plomeria este lunes a las 17:00.,Entorno Fisico,Mantenimiento,Cita,Pendiente,1,75,15,0,1,te dejo esto: por fa evento de revision de plomeria este lunes a las 17:00,Agendar evento de revisión de plomería.,2026-02-20T17:00:00,,8,Agendar,['Reformulación de la frase para mayor claridad y naturalidad.'],False,False
621,31/05/2026,24/06/2026,Voz,"A ver, junta de revision de filtros/ventilacion para el 24 de junio de 2026 a las 10:30.",Entorno Fisico,Mantenimiento,Cita,Pendiente,2,88,17,0,1,a ver junta de revision de filtros ventilacion para el 24 de junio de 2026 a las 10:30,Asistir a la junta de revisión de filtros de ventilación,2026-06-24T10:30:00,,10,Asistir,"['Reformulación de la frase para mayor claridad', 'Eliminación de información redundante']",False,False
622,27/01/2026,23/02/2026,Voz,"Super rapido, Evento de mantenimiento del boiler el lunes a las 7:30 (1.5 hrs).",Entorno Fisico,Limpieza,Cita,Pendiente,1,79,14,0,1,super rapido evento de mantenimiento del boiler el lunes a las 7:30 1 5 hrs,Realizar evento de mantenimiento del boiler a las 07:30,2026-02-21T07:30:00,,10,Realizar,"['Reformulación de la frase para mayor claridad', ""Eliminación de información redundante como 'super rápido' y '5 hrs'""]",False,False
651,01/12/2026,28/12/2026,Voz,"Oye, este... sesion de lavado de ropa y sabanas para el 28 de diciembre de 2026 a las 8:30.",Entorno Fisico,Limpieza,Cita,Pendiente,2,89,19,0,1,oye este sesion de lavado de ropa y sabanas para el 28 de diciembre de 2026 a las 8:30,Iniciar sesión de lavado de ropa y sábanas.,2026-12-28T08:30:00,,10,Iniciar,['Reformulación de la frase para mayor claridad y naturalidad.'],False,False
54,05/12/2026,30/12/2026,Texto,Ir a misa,Espiritualidad,Religion,Cita,Pendiente,3,9,3,0,0,ir a misa,Ir a misa,2026-02-21T00:00:00,,3,Ir,[],False,True
55,20/12/2027,21/12/2027,Texto,Hacer mi oracion,Espiritualidad,Religion,Nota,Pendiente,4,16,3,0,0,hacer mi oracion,Hacer mi oración.,2026-02-21T00:00:00,,4,Hacer,[],False,True
56,07/11/2026,04/12/2026,Voz,Participar en el voluntariado,Espiritualidad,Religion,Nota,Pendiente,2,29,4,0,0,participar en el voluntariado,Participar en el voluntariado,2026-02-21T00:00:00,,5,Participar,[],False,True
593,12/03/2026,21/03/2026,Voz,"Oigan, por fa servicio en comunidad el proximo mes, o sea el 21 de marzo de 2026 a las 15:00.",Espiritualidad,Religion,Cita,Pendiente,3,93,20,0,1,oigan por fa servicio en comunidad el proximo mes o sea el 21 de marzo de 2026 a las 15:00,Solicitar servicio en comunidad,2026-03-21T15:00:00,,5,Solicitar,"['Reformulación de la frase para mayor claridad', 'Extracción de la fecha explícita']",False,False
594,23/02/2026,05/03/2026,Voz,"Oye, este... sesion de visita a un lugar tranquilo en dos semanas a las 10:30.",Espiritualidad,Religion,Cita,Pendiente,1,76,15,0,1,oye este sesion de visita a un lugar tranquilo en dos semanas a las 10:30,Agendar sesión de visita a un lugar tranquilo.,2026-03-07T10:30:00,,10,Agendar,"['Reformulación de la frase para mayor claridad', 'Eliminación de la referencia temporal ambigua y ajuste a fecha específica']",False,False
595,18/03/2026,02/04/2026,Voz,"Oye, este... por fa sesion de breathwork este viernes a las 12:00, si se mueve queda para el 2 de abril a las 12:00.",Espiritualidad,Religion,Cita,Pendiente,3,114,24,0,1,oye este por fa sesion de breathwork este viernes a las 12:00 si se mueve queda para el 2 de abril a las 12:00,Agendar sesión de breathwork el 2026-02-24T12:00:00.,2026-02-24T12:00:00,,10,Agendar,"['Reformulación de la frase para mayor claridad', 'Eliminación de información sobre el cambio de fecha']",False,False
596,09/02/2026,22/02/2026,Voz,"Mira, rapido meditacion guiada este domingo a las 8:30.",Espiritualidad,Religion,Cita,Pendiente,4,55,9,0,1,mira rapido meditacion guiada este domingo a las 8:30,Realizar meditación guiada a las 8:30,2026-02-19T08:30:00,,7,Realizar,"['Reformulación de la frase para mayor claridad', 'Ajuste de la fecha según referencia temporal']",False,False
597,14/03/2026,21/03/2026,Voz,"Nomas para que no se te vaya, o sea circulo de reflexion en tres semanas, o sea el 21 de marzo de 2026 a las 20:00.",Espiritualidad,Religion,Cita,Pendiente,3,115,26,0,1,nomas para que no se te vaya o sea circulo de reflexion en tres semanas o sea el 21 de marzo de 2026 a las 20:00,Agendar círculo de reflexión.,2026-03-21T20:00:00,,5,Agendar,"['Se eliminó la ambigüedad y se simplificó la frase.', 'Se extrajo la fecha y hora específica.']",False,False
598,19/02/2026,21/03/2026,Voz,"Oye, tipo gratitud y journaling espiritual en tres semanas, o sea el 21 de marzo de 2026 a las 11:00.",Espiritualidad,Religion,Cita,Pendiente,3,101,20,0,1,oye tipo gratitud y journaling espiritual en tres semanas o sea el 21 de marzo de 2026 a las 11:00,Realizar gratitud y journaling espiritual.,2026-03-21T11:00:00,,7,Realizar,['Se eliminó la referencia temporal ambigua y se ajustó a una instrucción clara.'],False,False
657,28/01/2026,26/02/2026,Voz,"Nomas para que no se te vaya, Salida de servicio en comunidad el jueves a las 9:00 (30 min).",Espiritualidad,Religion,Cita,Pendiente,1,92,19,0,1,nomas para que no se te vaya salida de servicio en comunidad el jueves a las 9:00 30 min,Agendar salida de servicio en comunidad a las 9:00 por 30 minutos.,2026-02-23T09:00:00,comunidad,15,Agendar,"['Reformulación de la frase para mayor claridad', ""Extracción del lugar 'comunidad'"", 'Especificación de la hora y duración']",False,False
660,06/02/2026,24/02/2026,Voz,"Nomas para que no se te vaya, este circulo de reflexion este martes a las 9:30.",Espiritualidad,Religion,Cita,Pendiente,3,79,16,0,1,nomas para que no se te vaya este circulo de reflexion este martes a las 9:30,Asistir al círculo de reflexión el martes a las 09:30.,2026-02-21T09:30:00,,10,Asistir,"['Reformulación de la frase para mayor claridad', ""Cambio de 'nomas' a 'Asistir'""]",False,False
6,16/11/2026,02/12/2026,Texto,Darle de desayunar a los perros,Familia,Responsabilidades,Tarea,Pendiente,4,31,6,0,0,darle de desayunar a los perros,Dar de desayunar a los perros.,2026-02-21T00:00:00,,6,Dar,[],False,True
20,28/09/2026,04/10/2026,Texto,Darle de comer al perro,Familia,Responsabilidades,Tarea,Pendiente,4,23,5,0,0,darle de comer al perro,Dar de comer al perro.,2026-02-21T00:00:00,,5,Dar,[],False,True
21,19/02/2027,05/03/2027,Voz,Darle su medicamento al perro,Familia,Responsabilidades,Tarea,Pendiente,4,29,5,0,0,darle su medicamento al perro,Dar su medicamento al perro.,2026-02-21T00:00:00,,7,Dar,[],False,True
27,19/08/2027,21/08/2027,Texto,sacar a pasear al perro,Familia,Responsabilidades,Tarea,Pendiente,4,24,5,0,0,sacar a pasear al perro,Sacar a pasear al perro,2026-02-21T00:00:00,,6,Sacar,[],False,True
51,03/02/2027,09/02/2027,Texto,Ir a comer con mis papas,Familia,Salida familiar,Nota,Pendiente,1,24,6,0,0,ir a comer con mis papas,Ir a comer con mis papás,2026-02-21T00:00:00,,6,Ir,[],False,True
52,27/05/2026,23/06/2026,Voz,Ayudar a mi hermano con su tarea,Familia,Responsabilidades,Tarea,Pendiente,1,32,7,0,0,ayudar a mi hermano con su tarea,Ayudar a mi hermano con su tarea,2026-02-21T00:00:00,,8,Ayudar,[],False,True
53,25/06/2027,22/07/2027,Voz,Visitar a los abuelos,Familia,Salida familiar,Nota,Pendiente,1,21,4,0,0,visitar a los abuelos,Visitar a los abuelos,2026-02-21T00:00:00,,5,Visitar,[],False,True
110,31/10/2026,29/11/2026,Texto,Seguimiento | veterinario,Familia,Responsabilidades,Cita,Pendiente,3,25,3,0,0,seguimiento veterinario,Realizar seguimiento veterinario,2026-02-21T00:00:00,,4,Realizar,[],False,True
111,16/05/2027,18/05/2027,Texto,Revision: desparasitacion en el veterinario,Familia,Responsabilidades,Cita,Pendiente,4,25,2,0,0,revision: desparasitacion en el veterinario,Realizar desparasitacion en el veterinario,2026-02-21T00:00:00,veterinario,7,Realizar,[],False,True
133,07/09/2026,03/10/2026,Voz,Pendiente por decidir: croquetas,Familia,Responsabilidades,Nota,Pendiente,4,32,4,0,0,pendiente por decidir: croquetas,Decidir sobre las croquetas.,2026-02-21T00:00:00,,5,Decidir,['Reformulación para mayor claridad'],False,True
153,02/09/2027,28/09/2027,Voz,Reflexionar sobre: llamada a familia,Familia,Responsabilidades,Nota,Pendiente,1,36,5,0,0,reflexionar sobre: llamada a familia,Reflexionar sobre la llamada a la familia.,2026-02-21T00:00:00,,8,Reflexionar,[],False,True
170,04/11/2026,24/11/2026,Voz,Tema por investigar: desparasitacion,Familia,Responsabilidades,Nota,Pendiente,2,36,4,0,0,tema por investigar: desparasitacion,Investigar sobre desparasitacion.,2026-02-21T00:00:00,,5,Investigar,"[""Reformulación de 'tema por investigar' a 'Investigar sobre'""]",False,True
180,04/02/2027,13/02/2027,Texto,Entrega | veterinario,Familia,Responsabilidades,Cita,Pendiente,3,21,3,0,0,entrega veterinario,Entregar al veterinario,2026-02-21T00:00:00,,4,Entregar,[],False,True
191,13/06/2026,08/07/2026,Texto,Seguimiento croquetas,Familia,Responsabilidades,Cita,Pendiente,3,21,2,0,0,seguimiento croquetas,Hacer seguimiento de las croquetas.,2026-02-21T00:00:00,,6,Hacer,['Reformulación para mayor claridad'],False,True
203,21/03/2027,20/04/2027,Texto,Visita croquetas,Familia,Responsabilidades,Cita,Pendiente,4,16,2,0,0,visita croquetas,Visitar croquetas.,2026-02-21T00:00:00,,3,Visitar,[],False,True
244,19/10/2027,31/10/2027,Texto,Depurar el comida familiar y dar seguimiento,Familia,Salida familiar,Tarea,Pendiente,1,44,7,0,0,depurar el comida familiar y dar seguimiento,Depurar la comida familiar y dar seguimiento.,2026-02-21T00:00:00,,10,Depurar,[],False,True
267,20/12/2026,04/01/2027,Voz,Configurar una llamada a familia,Familia,Salida familiar,Tarea,Pendiente,1,32,5,0,0,configurar una llamada a familia,Configurar una llamada a la familia.,2026-02-21T00:00:00,,7,Configurar,[],False,True
282,15/09/2027,15/10/2027,Voz,Depurar una veterinario,Familia,Responsabilidades,Tarea,Pendiente,4,23,3,0,0,depurar una veterinario,Depurar un veterinario,2026-02-21T00:00:00,,4,Depurar,['Reformulación para mayor claridad'],True,True
304,13/02/2027,26/02/2027,Voz,Actualizar el croquetas hoy,Familia,Responsabilidades,Tarea,Pendiente,2,27,4,0,0,actualizar el croquetas hoy,Actualizar las croquetas.,2026-02-21T00:00:00,,4,Actualizar,"[""Se agregó el artículo 'las' para mayor claridad.""]",False,True
